MAPCODE,TEXTURE,,,,,,,,,,,,,,,,,,,,,,,,
6,graphics/tile.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
MAPINFO,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,3,3,1,3,1,3,3,3,0,0,0,0,0,0,0
0,0,0,0,1,1,1,1,1,42,0,3,3,1,3,1,3,3,3,0,0,0,0,0,0,0
0,0,41,1,1,1,1,1,1,420,0,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,2,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,1,3,3,2,2,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,2,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,3,3,3,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,0,0,0,0,1,3,3,3,0,1,3,3,0,0,0,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,3,3,0,0,0,1,5,1,1,1,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
