MAPCODE,TEXTURE,,,,,,,,,,,,,,,,,,,,,,,,
1,graphics/tile.png,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
MAPINFO,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,430,43,430,0,0,0,3,2,2,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,0
0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,3,0,0,3,1,1,1,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,2,3,1,0,0,0,0
0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,2,0,0,2,1,1,1,0,0,0,0
0,0,0,0,0,0,1,1,1,3,0,1,1,1,1,1,0,1,1,1,2,1,0,0,0,0
0,0,0,0,420,1,1,1,1,1,1,1,2,1,0,1,1,1,0,0,2,1,0,0,0,0
0,0,0,0,42,1,1,1,0,0,0,0,0,1,2,0,0,1,1,2,2,1,0,0,0,0
0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,1,1,0,1,2,2,1,0,0,0,0
0,0,0,0,0,0,1,1,2,1,1,2,2,0,1,1,1,2,1,1,2,1,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
